ServiceDateTime,Routes,RouteName,EarlyDeparture,OnTime,LateArrival,Missing,TimePointCount,OTP,AverageDwellTime,
,,,,514,,,396,75.12,195.71,
,,,,504,,,173,90.27,156.26,
,,,,485,,,167,76.83,168.41,
,,,,1026,,,392,73.29,100.78,
,,,,1151,,,472,88.13,270.05,
,,,,655,,,484,68.22,278.64,
,,,,580,,,292,69.03,133.48,
,,,,449,,,467,85.2,93.92,
,,,,101,,,287,83.1,129.91,
,,,,109,,,385,88.52,100.27,
,,,,602,,,607,86.76,139.49,
,,,,546,,,342,87.99,85.36,
,,,,430,,,1038,87.75,85.55,
,,,,502,,,819,89.95,203.9,
,,,,361,,,282,85.62,198.37,
,,,,288,,,293,66.41,153.47,
,,,,7,,,807,77.04,103.52,
,,,,624,,,444,75.66,138.53,
,,,,484,,,66,77.27,150.8,
,,,,352,,,330,81.2,118.48,
,,,,381,,,438,76.13,188.71,
,,,,1115,,,364,84.25,120.94,
,,,,1116,,,641,82.3,118.69,
,,,,569,,,545,80.18,112.33,
,,,,626,,,490,84.31,187.82,
,,,,406,,,304,80.37,145.02,
,,,,503,,,235,73.54,156.51,
,,,,327,,,1405,75.96,295.32,
,,,,335,,,264,76.54,178.87,
,,,,610,,,244,86.49,146.7,
,,,,457,,,123,90.2,146.66,
,,,,481,,,421,73.13,86.16,
,,,,491,,,180,76.6,71.75,
,,,,421,,,753,88.5,93.17,
,,,,329,,,699,73.33,149.81,
,,,,1101,,,432,72.41,155.87,
,,,,1086,,,357,57.55,231.97,
,,,,671,,,632,77.69,227.56,
,,,,566,,,504,75.97,157.16,
,,,,608,,,258,69.74,111.6,
,,,,46,,,237,93.81,154.19,
,,,,317,,,443,83.55,176.71,
,,,,529,,,1414,90.22,46.06,
,,,,349,,,1371,79.25,159.1,
,,,,370,,,770,78.61,104.24,
,,,,469,,,648,82.66,143.26,
,,,,596,,,90,86.51,155.71,
,,,,477,,,707,87.18,192.79,
,,,,268,,,547,88.79,156.33,
,,,,487,,,625,93.79,166.91,
,,,,1147,,,434,69.57,168.34,
,,,,1080,,,561,82.42,215.57,
,,,,341,,,496,81.71,153.56,
,,,,660,,,474,90.91,130.74,
,,,,574,,,626,89.28,110.73,
,,,,558,,,270,80.31,152.97,
,,,,495,,,451,82.53,162.72,
,,,,454,,,1431,88.15,241.79,
,,,,617,,,182,69.21,131.51,
,,,,452,,,805,75.53,98.45,
,,,,425,,,505,86.9,176.01,
,,,,216,,,614,82.62,141.47,
,,,,369,,,489,82.87,176.37,
,,,,1089,,,1425,90.15,162.82,
,,,,213,,,1348,85.35,193.97,
,,,,1064,,,766,77.13,158.91,
,,,,656,,,802,89.81,167.99,
,,,,524,,,693,72.22,170.54,
,,,,128,,,441,78.85,124.8,
,,,,315,,,525,58.77,144.89,
,,,,55,,,350,84.74,204.84,
,,,,356,,,677,66.98,196.98,
,,,,174,,,535,93.1,201.59,
,,,,170,,,1408,86.85,110.99,
,,,,803,,,1360,80.36,135.84,
,,,,852,,,756,90.42,107.17,
,,,,200,,,252,84.36,166.09,
,,,,33,,,486,74.01,92.97,
,,,,513,,,516,85.4,101.22,
,,,,578,,,329,86.14,224.94,
,,,,350,,,523,93.2,148.1,
,,,,23,,,491,83.94,159.72,
,,,,0,,,346,68.6,80.4,
,,,,543,,,201,73.23,116.65,
,,,,846,,,592,81.55,89.6,
,,,,890,,,1109,90.7,108.51,
,,,,376,,,1068,83.69,74.37,
,,,,518,,,136,90.86,162.16,
,,,,26,,,455,87.35,97.24,
,,,,601,,,297,81.6,205.39,
,,,,600,,,290,90.38,105.27,
,,,,547,,,36,85.01,92.99,
,,,,382,,,1008,78.49,86.3,
,,,,5,,,813,77.35,141.42,
,,,,523,,,60,85.87,162.79,
,,,,420,,,0,95.15,77.01,
,,,,439,,,259,85.94,134.85,
,,,,475,,,482,85.77,170.18,
,,,,1059,,,597,83.52,142.92,
,,,,1049,,,417,88.99,137.44,
,,,,625,,,153,88.11,242.2,
,,,,63,,,1110,92.92,128.08,
,,,,41,,,526,90.0,59.74,
,,,,563,,,780,91.72,180.98,
,,,,470,,,700,81.0,121.73,
,,,,1023,,,621,88.28,199.04,
,,,,981,,,506,59.34,207.01,
,,,,466,,,319,74.03,172.4,
,,,,45,,,420,92.78,124.85,
,,,,588,,,240,96.71,160.43,
,,,,593,,,1404,91.88,143.56,
,,,,343,,,406,91.77,90.03,
,,,,512,,,236,78.8,100.76,
,,,,339,,,800,88.87,157.71,
,,,,214,,,698,85.68,171.88,
,,,,993,,,71,95.98,146.87,
,,,,1001,,,1378,80.06,177.49,
,,,,531,,,768,79.94,220.28,
,,,,345,,,277,90.37,263.11,
,,,,42,,,779,85.47,103.54,
,,,,557,,,534,75.2,118.92,
,,,,989,,,669,96.25,145.79,
,,,,871,,,416,76.62,237.82,
,,,,595,,,1393,94.12,90.86,
,,,,324,,,1363,75.38,151.53,
,,,,388,,,755,85.45,108.27,
,,,,476,,,659,87.22,135.2,
,,,,807,,,141,84.86,165.5,
,,,,832,,,793,83.05,114.7,
,,,,537,,,74,73.68,169.79,
,,,,32,,,17,74.52,142.38,
,,,,27,,,616,92.38,130.76,
,,,,821,,,1385,91.46,129.86,
,,,,17,,,1346,82.57,137.6,
,,,,535,,,758,93.32,135.39,
,,,,365,,,150,81.74,100.16,
,,,,40,,,154,72.14,156.73,
,,,,400,,,507,86.96,153.98,
,,,,1031,,,476,94.84,164.92,
,,,,1013,,,65,89.4,145.72,
,,,,659,,,634,89.21,159.44,
,,,,68,,,1091,73.18,96.9,
,,,,21,,,1054,77.56,191.4,
,,,,620,,,612,89.25,181.21,
,,,,507,,,394,89.54,119.22,
,,,,609,,,1022,82.83,124.39,
,,,,542,,,706,83.21,172.08,
,,,,1085,,,713,87.38,265.43,
,,,,1057,,,42,83.79,244.76,
,,,,666,,,608,89.74,189.78,
,,,,565,,,611,87.73,163.04,
,,,,599,,,615,78.08,146.01,
,,,,534,,,241,81.05,169.68,
,,,,222,,,1517,82.29,179.77,
,,,,482,,,1293,82.28,228.29,
,,,,594,,,358,95.0,225.14,
,,,,1072,,,29,84.8,159.4,
,,,,683,,,562,86.17,135.57,
,,,,501,,,1493,91.23,176.57,
,,,,627,,,725,91.61,180.23,
,,,,407,,,431,94.59,190.29,
,,,,551,,,670,84.29,165.46,
,,,,384,,,1394,89.94,237.9,
,,,,1050,,,1341,95.83,89.83,
,,,,684,,,759,76.0,233.48,
,,,,532,,,587,84.43,195.36,
,,,,622,,,722,89.68,111.24,
,,,,392,,,708,61.5,77.78,
,,,,455,,,1492,68.8,111.9,
,,,,14,,,757,95.35,167.6,
,,,,488,,,595,94.85,146.24,
,,,,465,,,414,83.78,88.83,
,,,,998,,,610,95.14,78.82,
,,,,675,,,469,82.39,190.68,
,,,,215,,,419,91.69,164.18,
,,,,432,,,1621,71.78,118.19,
,,,,939,,,341,72.06,120.73,
,,,,538,,,1355,79.76,199.96,
,,,,647,,,594,88.53,115.35,
,,,,1242,,,514,87.4,111.59,
,,,,1073,,,1227,92.46,101.03,
,,,,663,,,1090,90.39,129.8,
,,,,682,,,463,82.43,132.53,
,,,,623,,,1135,81.88,136.1,
,,,,348,,,814,75.61,162.51,
,,,,544,,,166,88.07,142.12,
,,,,615,,,798,85.85,216.49,
,,,,493,,,692,87.25,93.2,
,,,,1214,,,646,85.67,27.79,
,,,,710,,,1615,85.06,170.51,
,,,,1010,,,1295,66.99,148.34,
,,,,1066,,,118,92.97,230.2,
,,,,36,,,797,80.72,123.46,
,,,,351,,,606,85.98,131.34,
,,,,603,,,1620,83.48,177.48,
,,,,1119,,,1372,82.89,176.29,
,,,,1087,,,762,90.25,138.0,
,,,,716,,,804,80.86,130.61,
,,,,520,,,600,82.17,114.55,
,,,,410,,,630,90.71,135.12,
,,,,991,,,21,90.06,186.0,
,,,,851,,,1564,84.82,260.37,
,,,,771,,,764,88.0,189.63,
,,,,29,,,567,86.41,254.44,
,,,,536,,,380,82.46,141.29,
,,,,842,,,671,81.91,105.38,
,,,,676,,,588,81.66,244.5,
,,,,636,,,1611,88.06,171.92,
,,,,515,,,1364,73.96,98.65,
,,,,1272,,,783,79.61,91.09,
,,,,1156,,,1300,67.68,252.83,
,,,,699,,,179,76.34,162.42,
,,,,690,,,1249,80.52,159.48,
,,,,1200,,,1075,86.16,148.83,
,,,,1082,,,462,79.6,168.57,
,,,,575,,,34,74.47,126.9,
,,,,561,,,1156,86.73,166.69,
,,,,1124,,,580,81.38,128.88,
,,,,597,,,470,79.46,102.35,
,,,,468,,,20,75.36,179.62,
,,,,483,,,1607,86.79,136.63,
,,,,1114,,,1368,90.21,177.16,
,,,,1084,,,765,80.77,167.09,
,,,,618,,,808,75.21,217.11,
,,,,641,,,473,55.66,159.29,
,,,,611,,,1608,78.54,103.59,
,,,,1172,,,1340,73.42,178.38,
,,,,692,,,450,91.86,157.58,
,,,,853,,,1552,93.88,180.84,
,,,,825,,,1367,91.95,130.03,
,,,,31,,,624,85.34,134.87,
,,,,781,,,661,66.28,220.33,
,,,,673,,,787,64.32,137.75,
,,,,1255,,,581,81.59,149.08,
,,,,1090,,,672,85.91,155.58,
,,,,564,,,529,59.74,159.0,
,,,,1169,,,1624,71.6,180.88,
,,,,1055,,,229,76.43,182.85,
,,,,446,,,559,86.82,237.53,
,,,,18,,,673,78.78,245.37,
,,,,1269,,,1613,71.51,132.11,
,,,,1053,,,411,90.29,80.6,
,,,,698,,,511,86.21,94.13,
,,,,650,,,1234,66.74,116.33,
,,,,1112,,,37,76.82,161.73,
,,,,711,,,1035,71.02,171.9,
,,,,987,,,815,78.2,106.57,
,,,,891,,,795,83.0,82.13,
,,,,750,,,477,56.25,126.74,
,,,,765,,,560,68.7,169.13,
,,,,827,,,268,71.99,124.62,
,,,,585,,,596,58.79,93.62,
,,,,810,,,1622,85.78,130.27,
,,,,389,,,784,71.37,77.91,
,,,,1103,,,471,79.66,142.37,
,,,,560,,,569,68.26,118.41,
,,,,1014,,,22,79.91,140.62,
,,,,613,,,1625,77.0,101.39,
,,,,423,,,776,76.63,102.21,
,,,,405,,,605,87.45,112.31,
,,,,1132,,,777,67.36,117.77,
,,,,1081,,,604,74.09,176.0,
,,,,694,,,1602,64.36,135.1,
,,,,586,,,509,68.82,143.1,
,,,,417,,,584,67.65,146.11,
,,,,820,,,1225,70.62,152.96,
,,,,764,,,1067,86.43,96.61,
,,,,877,,,586,82.31,224.41,
,,,,459,,,1151,69.16,76.36,
,,,,680,,,801,75.05,223.97,
,,,,1171,,,291,67.14,115.41,
,,,,703,,,1157,78.16,108.57,
,,,,556,,,788,64.13,154.82,
,,,,598,,,475,80.33,86.8,
,,,,638,,,761,76.92,127.45,
,,,,1177,,,1618,84.23,160.69,
,,,,16,,,156,77.45,139.58,
,,,,1120,,,1609,67.16,107.63,
,,,,1012,,,1605,71.77,95.33,
,,,,668,,,1325,80.85,172.83,
,,,,830,,,1231,69.93,159.14,
,,,,801,,,295,75.68,240.57,
,,,,858,,,821,72.54,122.41,
,,,,1264,,,1614,56.48,166.68,
,,,,1137,,,1382,75.78,91.5,
,,,,570,,,810,63.49,147.57,
,,,,1063,,,1627,53.3,177.3,
,,,,734,,,1379,54.31,115.47,
,,,,526,,,19,81.4,75.3,
,,,,1146,,,1595,84.69,139.61,
,,,,1018,,,1344,94.04,161.26,
,,,,1071,,,1612,89.78,292.82,
,,,,1024,,,1376,61.35,109.09,
,,,,1052,,,695,67.93,211.8,
,,,,879,,,512,63.43,239.96,
,,,,799,,,591,78.96,193.93,
,,,,632,,,1248,83.89,169.76,
,,,,1306,,,1061,78.67,124.73,
,,,,1088,,,1166,70.3,119.45,
,,,,664,,,818,87.2,126.24,
,,,,1245,,,55,75.77,81.08,
,,,,1076,,,57,79.49,159.45,
,,,,662,,,701,92.11,176.48,
,,,,674,,,602,83.81,137.46,
,,,,1162,,,530,45.88,207.59,
,,,,1008,,,1596,78.22,143.58,
,,,,1065,,,740,73.53,77.36,
,,,,908,,,598,86.93,202.18,
,,,,815,,,1616,71.1,174.77,
,,,,966,,,1373,86.88,176.46,
,,,,953,,,575,70.85,128.15,
,,,,672,,,749,62.77,210.79,
,,,,971,,,715,66.76,246.04,
,,,,661,,,1603,82.64,160.05,
,,,,1079,,,731,70.7,150.92,
,,,,893,,,702,67.24,139.37,
,,,,1117,,,1554,82.84,181.93,
,,,,902,,,1361,71.64,165.06,
,,,,819,,,744,88.48,145.2,
,,,,912,,,1258,65.95,117.02,
,,,,667,,,1141,84.96,106.52,
,,,,1216,,,790,88.98,159.15,
,,,,1021,,,1629,66.46,203.04,
,,,,621,,,571,83.38,158.1,
,,,,1181,,,613,90.26,148.64,
,,,,1009,,,568,72.4,260.78,
,,,,718,,,1384,77.19,111.88,
,,,,1293,,,510,90.81,142.41,
,,,,1033,,,1583,85.95,139.72,
,,,,1224,,,1631,82.12,82.76,
,,,,639,,,1580,90.83,124.03,
,,,,424,,,1354,62.3,113.48,
,,,,1062,,,520,85.1,158.28,
,,,,1017,,,62,80.6,120.78,
,,,,774,,,1084,68.18,84.25,
,,,,754,,,33,83.18,74.61,
,,,,854,,,1173,95.05,166.2,
,,,,1126,,,781,82.23,101.33,
,,,,1166,,,1377,95.51,95.64,
,,,,957,,,50,95.33,112.42,
,,,,719,,,9,84.83,138.35,
,,,,553,,,1610,79.63,111.03,
,,,,1006,,,1280,91.02,153.49,
,,,,1165,,,1283,87.96,213.4,
,,,,1029,,,785,82.0,133.34,
,,,,1034,,,676,44.16,139.97,
,,,,1027,,,791,60.23,94.42,
,,,,925,,,714,94.19,139.87,
,,,,726,,,1617,89.41,94.78,
,,,,25,,,572,94.07,226.35,
,,,,946,,,1241,81.78,117.25,
,,,,614,,,1095,28.21,103.08,
,,,,1,,,35,42.02,183.09,
,,,,4,,,28,61.86,202.08,
,,,,2,,,582,82.76,165.53,
,,,,6,,,1172,87.33,117.29,
,,,,1335,,,820,97.37,286.93,
,,,,30,,,1390,88.22,140.94,
,,,,1201,,,691,87.6,159.64,
,,,,1028,,,1380,89.23,142.18,
,,,,665,,,1572,80.78,77.81,
,,,,592,,,1219,87.89,103.98,
,,,,550,,,1153,86.24,175.11,
,,,,941,,,24,83.06,233.84,
,,,,897,,,1570,64.46,186.28,
,,,,850,,,696,91.16,209.99,
,,,,39,,,1541,86.94,160.53,
,,,,652,,,794,75.29,98.93,
,,,,1263,,,703,85.93,119.04,
,,,,1019,,,1537,92.21,130.41,
,,,,1222,,,618,89.39,176.73,
,,,,1150,,,745,91.25,60.3,
,,,,947,,,1556,86.65,164.76,
,,,,775,,,742,83.84,150.2,
,,,,863,,,1598,93.37,130.3,
,,,,731,,,1223,87.09,128.38,
,,,,788,,,969,79.38,154.95,
,,,,1170,,,517,91.84,159.07,
,,,,963,,,1168,73.99,133.6,
,,,,19,,,51,87.08,151.2,
,,,,1288,,,3,92.45,119.18,
,,,,951,,,41,83.33,158.45,
,,,,24,,,13,92.34,138.08,
,,,,1260,,,1,99.01,150.04,
,,,,1130,,,10,97.83,171.81,
,,,,43,,,4,90.77,189.92,
,,,,1310,,,32,93.46,232.76,
,,,,975,,,47,86.11,160.47,
,,,,1095,,,5,97.17,73.93,
,,,,922,,,7,92.08,169.66,
,,,,729,,,6,95.6,234.75,
,,,,935,,,748,83.28,148.89,
,,,,1195,,,30,84.78,137.57,
,,,,979,,,1486,87.1,321.7,
,,,,970,,,1369,18.52,234.32,
,,,,644,,,796,80.42,109.52,
,,,,1309,,,754,83.71,142.93,
,,,,1108,,,685,89.22,118.05,
,,,,1313,,,746,88.51,168.96,
,,,,1231,,,58,70.29,211.1,
,,,,776,,,585,71.21,183.0,
,,,,978,,,1636,68.48,337.18,
,,,,707,,,723,83.23,109.84,
,,,,1339,,,478,89.58,168.23,
,,,,1321,,,1261,96.96,116.71,
,,,,1139,,,1031,75.56,240.01,
,,,,933,,,1177,76.15,123.26,
,,,,892,,,689,90.49,190.99,
,,,,974,,,1634,79.52,136.73,
,,,,874,,,1351,84.71,146.1,
,,,,1223,,,741,79.72,219.74,
,,,,1290,,,1639,91.48,96.09,
,,,,1133,,,1296,66.96,143.13,
,,,,1038,,,573,74.84,117.36,
,,,,760,,,524,83.65,324.13,
,,,,955,,,1578,69.2,171.87,
,,,,1383,,,775,80.19,92.98,
,,,,1232,,,786,84.0,111.46,
,,,,1194,,,579,73.76,86.96,
,,,,1011,,,778,91.14,151.43,
,,,,704,,,1187,71.79,143.72,
,,,,1280,,,1174,87.7,167.15,
,,,,1270,,,809,87.56,110.28,
,,,,1051,,,1601,57.87,78.13,
,,,,904,,,528,73.02,93.81,
,,,,826,,,1254,81.95,143.37,
,,,,1395,,,962,84.72,132.87,
,,,,984,,,728,79.82,142.59,
,,,,706,,,26,84.32,93.76,
,,,,1398,,,743,84.16,96.8,
,,,,976,,,1604,84.95,115.98,
,,,,1354,,,1574,88.69,195.41,
,,,,1054,,,1245,76.52,198.56,
,,,,1129,,,1077,65.24,240.08,
,,,,886,,,1144,78.07,236.19,
,,,,954,,,806,88.72,420.88,
,,,,1416,,,1575,68.85,277.18,
,,,,1083,,,811,86.3,94.84,
,,,,732,,,1626,93.15,259.95,
,,,,1392,,,1333,88.3,124.41,
,,,,1149,,,760,76.77,107.24,
,,,,658,,,803,76.42,172.61,
,,,,1292,,,1628,62.0,174.27,
,,,,948,,,1350,63.51,187.75,
,,,,1275,,,1255,88.78,172.19,
,,,,1176,,,1093,93.29,109.26,
,,,,679,,,1336,94.55,88.84,
,,,,1246,,,848,64.38,131.3,
,,,,1128,,,1632,84.44,156.18,
,,,,1199,,,867,79.95,200.26,
,,,,1002,,,697,81.86,218.78,
,,,,916,,,855,84.41,178.77,
,,,,1175,,,577,86.07,188.29,
,,,,994,,,1388,93.64,177.72,
,,,,812,,,1098,79.45,127.99,
,,,,931,,,1178,75.07,302.56,
,,,,986,,,872,78.44,157.14,
,,,,1230,,,27,78.93,140.42,
,,,,1212,,,1353,90.63,193.06,
,,,,687,,,1630,81.92,118.58,
,,,,1265,,,1273,90.48,135.3,
,,,,1092,,,578,74.24,142.99,
,,,,1203,,,1150,77.86,75.85,
,,,,721,,,851,85.41,274.22,
,,,,1015,,,736,89.44,290.87,
,,,,730,,,840,81.96,167.04,
,,,,1227,,,860,86.02,157.53,
,,,,1198,,,1383,78.86,100.6,
,,,,952,,,858,70.44,163.59,
,,,,743,,,1593,85.99,122.78,
,,,,1340,,,1058,43.75,204.85,
,,,,1048,,,1180,55.17,139.95,
,,,,755,,,852,60.0,210.81,
,,,,1298,,,868,80.89,130.11,
,,,,1078,,,873,79.56,215.24,
,,,,873,,,1635,85.96,105.25,
,,,,956,,,854,78.48,105.37,
,,,,723,,,721,87.68,114.05,
,,,,1284,,,1242,91.26,176.14,
,,,,749,,,1092,68.23,161.27,
,,,,1301,,,1175,89.13,196.18,
,,,,985,,,847,83.02,157.84,
,,,,713,,,1640,88.76,203.53,
,,,,967,,,841,93.95,157.63,
,,,,695,,,617,86.0,94.12,
,,,,845,,,501,57.78,101.06,
,,,,929,,,1606,81.18,87.34,
,,,,739,,,1287,93.67,243.99,
,,,,1277,,,1375,85.36,133.2,
,,,,1074,,,1081,81.42,131.75,
,,,,746,,,1023,81.06,142.64,
,,,,1436,,,1134,87.81,114.41,
,,,,758,,,863,66.15,114.63,
,,,,1470,,,1638,74.33,223.99,
,,,,714,,,686,92.4,149.4,
,,,,914,,,1586,92.41,82.1,
,,,,872,,,845,71.84,102.52,
,,,,1030,,,1251,80.67,120.05,
,,,,642,,,1089,70.83,96.64,
,,,,1186,,,1154,71.31,86.65,
,,,,1068,,,823,74.07,138.05,
,,,,709,,,866,94.05,126.14,
,,,,1239,,,716,90.6,113.33,
,,,,1043,,,870,61.96,154.97,
,,,,1347,,,871,72.57,88.0,
,,,,1060,,,1633,73.9,109.24,
,,,,838,,,1105,88.54,180.51,
,,,,995,,,718,74.63,158.41,
,,,,756,,,730,74.22,120.37,
,,,,735,,,1646,74.93,223.84,
,,,,657,,,833,86.27,135.48,
,,,,1411,,,576,80.84,115.61,
,,,,1391,,,61,83.92,212.81,
,,,,1155,,,1199,71.55,216.55,
,,,,1336,,,822,83.7,170.93,
,,,,1093,,,856,73.19,282.13,
,,,,1331,,,688,79.21,324.01,
,,,,720,,,1332,71.9,199.37,
,,,,1400,,,739,87.62,116.86,
,,,,973,,,43,53.51,191.32,
,,,,822,,,64,87.54,133.25,
,,,,677,,,44,64.65,153.15,
,,,,1322,,,11,89.71,172.04,
,,,,784,,,23,80.4,195.62,
,,,,1334,,,54,73.0,228.52,
,,,,705,,,45,74.12,287.93,
,,,,1244,,,14,84.2,259.11,
,,,,1241,,,59,92.22,134.68,
,,,,876,,,12,80.59,166.32,
,,,,864,,,8,92.99,175.31,
,,,,849,,,56,82.48,253.18,
,,,,1191,,,49,58.58,291.29,
,,,,1004,,,1097,76.94,95.3,
,,,,1311,,,1253,85.25,142.28,
,,,,1453,,,1152,80.76,382.12,
,,,,693,,,857,92.47,203.82,
,,,,654,,,862,87.14,165.86,
,,,,999,,,1277,79.53,165.02,
,,,,712,,,864,63.19,136.3,
,,,,1041,,,1343,79.23,136.15,
,,,,741,,,861,70.13,136.94,
,,,,899,,,623,85.07,209.41,
,,,,757,,,1181,83.46,111.22,
,,,,737,,,1057,84.14,153.34,
,,,,1105,,,25,86.55,91.14,
,,,,738,,,1087,91.1,188.14,
,,,,701,,,1381,81.58,86.78,
,,,,688,,,1228,62.41,116.46,
,,,,855,,,1099,68.38,149.88,
,,,,1037,,,1569,96.59,245.54,
,,,,725,,,1623,92.72,106.07,
,,,,722,,,734,73.58,147.21,
,,,,1022,,,1528,73.8,119.15,
,,,,708,,,1303,86.04,123.04,
,,,,686,,,850,90.54,150.78,
,,,,715,,,1086,58.27,100.79,
,,,,1047,,,583,86.6,248.5,
,,,,884,,,1619,71.33,361.9,
,,,,944,,,1386,74.15,138.99,
,,,,724,,,694,73.27,95.88,
,,,,780,,,1160,86.69,299.21,
,,,,990,,,1490,72.25,183.5,
,,,,727,,,837,87.9,152.9,
,,,,1003,,,589,85.81,293.83,
,,,,1000,,,1545,62.26,137.17,
,,,,768,,,1214,87.91,125.47,
,,,,1044,,,1001,62.96,227.35,
,,,,1005,,,687,69.25,158.95,
,,,,717,,,1566,88.96,136.75,
,,,,917,,,853,75.16,116.48,
,,,,736,,,843,83.53,114.52,
,,,,1096,,,1238,88.19,68.3,
,,,,766,,,53,95.89,85.63,
,,,,1127,,,836,80.49,205.28,
,,,,983,,,1284,88.94,113.29,
,,,,763,,,888,83.88,155.95,
,,,,744,,,1297,87.63,156.47,
,,,,1016,,,827,88.42,194.75,
,,,,1007,,,619,79.39,136.03,
,,,,748,,,892,71.66,162.97,
,,,,988,,,1298,82.09,220.15,
,,,,903,,,887,76.68,74.58,
,,,,814,,,900,96.58,31.72,
,,,,804,,,1100,91.76,121.48,
,,,,759,,,1002,93.66,114.58,
,,,,785,,,886,54.0,177.5,
,,,,802,,,1085,88.43,137.84,
,,,,740,,,884,58.97,168.89,
,,,,856,,,879,76.44,176.81,
,,,,742,,,877,75.95,126.3,
,,,,961,,,885,92.94,122.11,
,,,,700,,,894,91.49,153.07,
,,,,1067,,,874,71.7,137.19,
,,,,681,,,875,75.44,160.94,
,,,,837,,,838,77.83,161.36,
,,,,747,,,1094,85.14,206.52,
,,,,870,,,1271,82.95,145.87,
,,,,997,,,1359,77.58,200.39,
,,,,1075,,,1335,83.59,124.78,
,,,,831,,,574,75.85,135.42,
,,,,934,,,733,78.98,151.73,
,,,,773,,,835,70.81,68.18,
,,,,932,,,1349,76.25,101.99,
,,,,769,,,831,79.78,86.19,
,,,,,,,829,87.16,115.37,
,,,,,,,1073,75.7,132.05,
,,,,,,,882,83.08,201.02,
,,,,,,,738,85.18,165.63,
,,,,,,,834,72.83,248.29,
,,,,,,,732,75.86,153.13,
,,,,,,,1060,78.5,131.0,
,,,,,,,890,74.64,129.19,
,,,,,,,1339,70.33,146.61,
,,,,,,,799,74.68,151.88,
,,,,,,,1356,84.49,126.92,
,,,,,,,825,77.57,196.09,
,,,,,,,1063,77.14,140.05,
,,,,,,,735,68.33,88.13,
,,,,,,,832,77.34,314.52,
,,,,,,,839,81.3,240.19,
,,,,,,,1334,80.75,189.45,
,,,,,,,830,78.24,149.28,
,,,,,,,1321,81.09,291.96,
,,,,,,,826,86.77,142.13,
,,,,,,,720,89.77,140.9,
,,,,,,,1331,65.71,163.64,
,,,,,,,40,91.35,145.69,
,,,,,,,737,73.08,175.29,
,,,,,,,1291,88.24,235.77,
,,,,,,,1080,70.15,151.86,
,,,,,,,,74.21,171.24,
,,,,,,,,89.09,132.17,
,,,,,,,,93.49,127.17,
,,,,,,,,95.1,159.97,
,,,,,,,,44.0,84.36,
,,,,,,,,78.51,186.35,
,,,,,,,,65.6,131.21,
,,,,,,,,56.86,158.36,
,,,,,,,,67.95,136.34,
,,,,,,,,84.42,229.57,
,,,,,,,,95.45,129.77,
,,,,,,,,97.94,116.16,
,,,,,,,,84.77,119.37,
,,,,,,,,66.45,107.38,
,,,,,,,,55.43,101.85,
,,,,,,,,64.5,176.43,
,,,,,,,,73.87,106.21,
,,,,,,,,74.61,135.66,
,,,,,,,,80.82,114.36,
,,,,,,,,91.19,107.98,
,,,,,,,,81.64,126.45,
,,,,,,,,80.73,94.32,
,,,,,,,,70.52,174.18,
,,,,,,,,81.7,95.51,
,,,,,,,,74.48,92.89,
,,,,,,,,66.19,122.9,
,,,,,,,,91.94,143.04,
,,,,,,,,68.97,131.18,
,,,,,,,,63.2,190.51,
,,,,,,,,92.16,92.13,
,,,,,,,,88.09,88.2,
,,,,,,,,80.56,100.29,
,,,,,,,,84.58,194.49,
,,,,,,,,82.61,183.27,
,,,,,,,,83.31,167.53,
,,,,,,,,79.48,108.87,
,,,,,,,,71.34,133.74,
,,,,,,,,74.17,157.68,
,,,,,,,,76.79,123.97,
,,,,,,,,77.33,97.78,
,,,,,,,,82.67,129.15,
,,,,,,,,81.45,164.99,
,,,,,,,,70.16,213.18,
,,,,,,,,98.45,203.38,
,,,,,,,,79.31,186.99,
,,,,,,,,94.89,117.94,
,,,,,,,,89.6,169.86,
,,,,,,,,82.11,203.4,
,,,,,,,,78.58,182.92,
,,,,,,,,77.94,65.8,
,,,,,,,,82.58,159.11,
,,,,,,,,89.29,302.44,
,,,,,,,,85.39,121.71,
,,,,,,,,93.4,183.79,
,,,,,,,,99.07,173.86,
,,,,,,,,90.74,128.34,
,,,,,,,,82.5,91.75,
,,,,,,,,77.11,131.24,
,,,,,,,,68.93,141.87,
,,,,,,,,83.75,143.51,
,,,,,,,,86.06,75.11,
,,,,,,,,25.64,108.37,
,,,,,,,,82.79,156.35,
,,,,,,,,67.69,141.08,
,,,,,,,,64.16,235.31,
,,,,,,,,83.26,243.66,
,,,,,,,,88.93,74.35,
,,,,,,,,72.09,203.12,
,,,,,,,,92.25,227.37,
,,,,,,,,93.27,135.26,
,,,,,,,,80.05,217.6,
,,,,,,,,98.67,169.14,
,,,,,,,,84.05,179.97,
,,,,,,,,84.4,156.14,
,,,,,,,,79.07,229.54,
,,,,,,,,78.25,180.72,
,,,,,,,,78.55,198.38,
,,,,,,,,94.48,185.85,
,,,,,,,,87.32,147.11,
,,,,,,,,84.07,95.68,
,,,,,,,,66.2,141.5,
,,,,,,,,82.85,148.32,
,,,,,,,,89.9,82.7,
,,,,,,,,80.09,150.54,
,,,,,,,,85.82,76.22,
,,,,,,,,91.6,80.25,
,,,,,,,,84.24,134.6,
,,,,,,,,72.24,120.56,
,,,,,,,,86.29,117.62,
,,,,,,,,88.62,84.18,
,,,,,,,,94.3,237.03,
,,,,,,,,84.35,139.54,
,,,,,,,,77.28,159.49,
